0.982783	0.982783	
1.979991	1.979991	
2.981708	2.981708	
3.965392	3.965392	
4.958994	4.958994	
5.928252	5.928252	
6.973248	6.973248	
7.978571	7.978571	
8.991108	8.991108	
9.970283	9.970283	
10.930525	10.930525	
11.979127	11.979127	
12.993467	12.993467	
13.991577	13.991577	
14.994196	14.994196	
15.994109	15.994109	
16.986810	16.986810	
17.994838	17.994838	
19.035325	19.035325	
19.965813	19.965813	
20.974743	20.974743	
21.892607	21.892607	
22.941209	22.941209	
23.964565	23.964565	
24.958168	24.958168	
25.948163	25.948163	
26.927339	26.927339	
27.962417	27.962417	
28.960527	28.960527	
29.932490	29.932490	
30.983796	30.983796	
31.986415	31.986415	
32.950263	32.950263	
33.997062	33.997062	
34.989762	34.989762	
35.980659	35.980659	
36.969753	36.969753	
38.002126	38.002126	
38.966876	38.966876	
39.999248	39.999248	
41.016293	41.016293	
41.994567	41.994567	
42.980055	42.980055	
43.952017	43.952017	
45.010537	45.010537	
45.986107	45.986107	
46.977906	46.977906	
47.973311	47.973311	
48.996667	48.996667	
50.021827	50.021827	
50.970347	50.970347	
51.924277	51.924277	
52.923289	52.923289	
53.965579	53.965579	
54.966395	54.966395	
55.953685	55.953685	
56.968025	56.968025	
57.954414	57.954414	
58.955229	58.955229	
59.960553	59.960553	
60.957761	60.957761	
61.956773	61.956773	
62.983736	62.983736	
64.011600	64.011600	
65.035858	65.035858	
66.008723	66.008723	
67.008636	67.008636	
67.949943	67.949943	
68.968791	68.968791	
69.998459	69.998459	
70.995668	70.995668	
71.939680	71.939680	
72.923364	72.923364	
73.895327	73.895327	
74.930404	74.930404	
75.968186	75.968186	
76.972608	76.972608	
77.977932	77.977932	
78.958009	78.958009	
79.963333	79.963333	
80.968656	80.968656	
81.931602	81.931602	
82.961270	82.961270	
84.017085	84.017085	
85.045851	85.045851	
86.029535	86.029535	
86.979859	86.979859	
87.941002	87.941002	
88.956243	88.956243	
89.976895	89.976895	
90.979513	90.979513	
91.990246	91.990246	
92.946881	92.946881	
93.970237	93.970237	
94.924168	94.924168	
95.959245	95.959245	
96.992519	96.992519	
98.011367	98.011367	
99.010379	99.010379	
100.020210	100.020210	
