0.043752	0.043752	
1.011500	1.011500	
1.942789	1.942789	
2.950122	2.950122	
3.936621	3.936621	
4.929892	4.929892	
5.952851	5.952851	
6.945600	6.945600	
7.955017	7.955017	
8.944120	8.944120	
9.969684	9.969684	
10.964517	10.964517	
11.992684	11.992684	
12.974496	12.974496	
13.972975	13.972975	
14.961036	14.961036	
15.975141	15.975141	
16.996016	16.996016	
17.983557	17.983557	
18.990891	18.990891	
19.998224	19.998224	
20.988890	20.988890	
21.958201	21.958201	
22.978556	22.978556	
23.953596	23.953596	
24.977597	24.977597	
25.982847	25.982847	
26.965700	26.965700	
27.964179	27.964179	
28.980367	28.980367	
29.991346	29.991346	
30.953886	30.953886	
31.965386	31.965386	
32.973241	32.973241	
33.950364	33.950364	
34.954052	34.954052	
35.950447	35.950447	
36.973927	36.973927	
37.996886	37.996886	
38.957343	38.957343	
39.964155	39.964155	
40.980343	40.980343	
41.969447	41.969447	
42.986676	42.986676	
43.985155	43.985155	
44.970613	44.970613	
46.004510	46.004510	
46.972779	46.972779	
47.992092	47.992092	
48.985883	48.985883	
49.982278	49.982278	
50.975549	50.975549	
51.952152	51.952152	
52.948547	52.948547	
53.950672	53.950672	
54.928317	54.928317	
55.985131	55.985131	
56.991423	56.991423	
57.960213	57.960213	
58.958692	58.958692	
59.956129	59.956129	
60.974400	60.974400	
61.970796	61.970796	
62.963024	62.963024	
63.978171	63.978171	
64.983421	64.983421	
65.986066	65.986066	
66.991316	66.991316	
67.979899	67.979899	
68.991920	68.991920	
69.971127	69.971127	
70.934188	70.934188	
71.941000	71.941000	
72.993127	72.993127	
73.988481	73.988481	
74.978105	74.978105	
75.969813	75.969813	
77.000585	77.000585	
77.988126	77.988126	
78.994938	78.994938	
79.994459	79.994459	
80.985646	80.985646	
81.930998	81.930998	
82.903876	82.903876	
83.937331	83.937331	
85.011854	85.011854	
85.992103	85.992103	
87.011416	87.011416	
87.984894	87.984894	
88.962539	88.962539	
89.937579	89.937579	
90.953246	90.953246	
91.932974	91.932974	
92.959579	92.959579	
93.982018	93.982018	
94.982059	94.982059	
95.991997	95.991997	
97.005059	97.005059	
97.984787	97.984787	
98.943681	98.943681	
99.927055	99.927055	
